id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp01392313	King ### John ### éditeur	London ### 	actv ### 	cnl00006402 ### 	1714 ### 	lang ### prof ### irsp ### 	English ### Editeur ### Auteur ### 	340 01$8fre$a16..?-17..? ### 
cnp01122958	Groening ### Martin ### 	Bremen ### Köln ### Rom ### Bremen ### 	actv ### actv ### actv ### deat ### 	cnl00007698 ### cnl00006161 ### cnl00029123 ### cnl00007698 ### 		acad ### acti ### acti ### 	Dr. theol. ### Humanist ### Theologe ### 	340 01$8ger$a-1521 ### 
cnp02136488	Viebing ### Adam ### 	Hasselfelde ### 	brth ### 	cnl00042212 ### 		acti ### 	Theologiestudent ### 	340 01$8ger$a1678-$xa1678u     ### 
cnp02046606	Mergenthaler ### Walter ### 	Reutlingen ### Winnenden-Baach ### Metzingen ### 	actv ### brth ### deat ### 	cnl00013213 ### 		acti ### acti ### acti ### 	Personen zu allgemeiner Biologie, Mikrobiologie (23.4p) ### Biologe ### Hochschullehrer ### 	340 01$8ger$a29.09.1898-13.01.1993$xa1898a1993 ### 
cnp01177858	Stölzlin ### David ### 	Ulm ### Geislingen- Weiler ob Helfenstein ### Ulm ### 	actv ### brth ### deat ### 	cnl00016242 ### 		acti ### acti ### acad ### acti ### acti ### 	Historiker ### Lehrer ### Prof. ### Bibliothekar ### Personen der Geschichtswissenschaft (Historiker, Archäologen) (16.1p) ### 	340 01$8ger$a06.02.1670-19.12.1742$xa1670a1742 ### 
cnp01305934	Delpit ### Martial ### 	Cahuzac (Lot-et-Garonne) ### Paris (France) ### 	brth ### deat ### 	cnl00017422 ### cnl00028999 ### 	1813 ### 1887 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a25.02.1813-12.05.1887$xa1813a1887 ### 
cnp02048432	Voigt-Hadrigan ### Hans Otto ### 	Sankt Gallen ### 	brth ### 	cnl00028500 ### 		acti ### acti ### 	Komponist ### Musikwissenschaftler ### 	340 01$8ger$a03.04.1893-08.01.1938$xa1893a1938 ### 
cnp01450684	Waldram ### von St. Gallen	St. Gallen ### 	actv ### 	cnl00050612 ### 		acti ### 	Katholischer Theologe ### 	340 01$8ger$aca. um 906/925$xa0906u     ### 340 11$8ger$aum 906/925 ### 
cnp02060493	Niepa ### Euphrosyne ### 	Kiel ### 	actv ### 	cnl00010570 ### 				340 11$8ger$aca. 19. Jh.$xa1800a1899 ### 
cnp01381024	Tunicius ### Anton ### 	Münster in Westfalen, Allemagne ### Münster in Westfalen, Allemagne ### Münster ### 	brth ### deat ### actv ### 	cnl00027430 ### cnl00027430 ### cnl00027430 ### 	1470 ### 1544 ### 	lang ### irsp ### acti ### acti ### acti ### acti ### 	Latin ### Auteur ### Humanist, Sammler von Sprichwörtern ### Lebensdaten ca. ### Personen zu Sprache (11.2p) ### 11.3p (11.3p) ### 	340 01$8fre$a1470-1544$xa1470a1544 ### 340 01$8ger$a-27.06.1552$xu    a1552 ### 340 11$8ger$aca.1470-ca.1544$xa1470a1544 ### 
