id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp01439919	Dübner ### Friedrich ### 	Gotha ### Paris ### Hörselgau ### Montreuil ### Hœrselgau , Allemagne ### Montreuil (Seine-Saint-Denis) ### Gotha ### Paris ### Hörselgau ### Montreuil ### Hörselgau ### Montreuil ### 	actv ### actv ### brth ### deat ### brth ### deat ### actv ### actv ### brth ### deat ### brth ### deat ### 	cnl00016067 ### cnl00028999 ### 		acti ### acti ### acti ### lang ### irsp ### acti ### 	Gymnasiallehrer ### Klassischer Philologe ### Pädagoge ### Latin ### Auteur ### Klassischer Philologe ### 	340 01$8ger$a20.12.1802-13.10.1867$xa1802a1867 ### 340 01$8pol$a1802-1867$xa1802a1867 ### 340 01$8eng$a20.12.1802-13.10.1867 ### 340 01$8fre$a1802-1867$xa1802a1867 ### 340 01$8ger$a1802-1867$xa1802a1867 ### 
cnp02056252	Georges ### de Saluces	Aosta ### Lausanne ### 	actv ### actv ### 	cnl00006901 ### cnl00006419 ### 		acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Bischof ### 	340 01$8ger$a-1461 ### 340 11$8ger$a1414-$xa1414u     ### 
cnp02267559	Karger ### Chrischona ### 	Basel ### 	actv ### 	cnl00015955 ### 				340 01$8ger$a18.03.1651-19.04.1722$xa1651a1722 ### 
cnp00656561	Benecke ### Karl Gustav ### 	Halle ### 	actv ### 					340 11$8ger$a1818$xa1818u     ### 
cnp01412858	Lamprecht ### Gustav Eduard Ferdinand ### von ### 	Berlin ### 	actv ### 	cnl00032895 ### 		acti ### acti ### 	Geheimer Rat ### Staatsrat ### 	340 01$8ger$a1790-1864$xa1790a1864 ### 
cnp01507446	Reimer ### Georg Ernst ### 	Berlin ### Berlin ### Berlin ### Berlin ### Berlin ### Berlin ### 	actv ### brth ### deat ### actv ### brth ### deat ### 	cnl00016003 ### cnl00016003 ### cnl00016003 ### cnl00033463 ### cnl00033463 ### cnl00033463 ### 		acti ### acti ### acti ### acti ### acti ### 	Personen zu Buchwissenschaft, Buchhandel (2.2p) ### Buchhändler ### Verleger ### Dt. Buchhändler u. Verleger ### Księgarz i wydawca, brat i współpracownik Dietricha Reimera. ### 	340 01$8ger$a25.11.1804-05.01.1885$xa1804a1885 ### 340 01$8und$a1804-1885$xa1804a1885 ### 
cnp02002770	Wilson ### John ### 	Kilmarnock ### Brighton ### 	brth ### deat ### 	cnl00026674 ### cnl00031112 ### 		acti ### 	Klassischer Philologe ### 	340 01$8ger$a08.06.1799-22.01.1870$xa1799a1870 ### 
cnp01121767	Frühauf ### Stephan ### 	Kemberg-Dabrun ### Hildburghausen ### 	actv ### brth ### 			acti ### 	Pfarrer ### 	340 11$8ger$a1588-1594$xa1588a1594 ### 
cnp02087619	Klenck ### Johann Conrad ### 	Basel ### Nassau ### 	actv ### brth ### 	cnl00015955 ### cnl00030994 ### 		acti ### 	Arzt ### 	340 11$8ger$a1608$xa1608u     ### 
cnp01379319	Cunaeus ### Petrus ### 	Vlissingen ### Vlissingen (Pays-Bas) ### Leiden ### Vlissingen ### Leiden (Pays-Bas) ### Leiden ### 	brth ### brth ### deat ### brth ### deat ### deat ### 	cnl00009159 ### cnl00009159 ### cnl00016315 ### cnl00009159 ### cnl00031387 ### cnl00031387 ### 		acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### lang ### irsp ### acti ### 	Personen zu Sprache (11.2p) ### Personen zu allgemeiner und vergleichender Religionswissenschaft, Personen zu nichtchristlichen Religionen (3.1p) ### Personen zu Recht (7.14p) ### Hebraist ### Jurist ### filoloog ### hoogleraar ### jurist ### Latin ### Auteur ### Sekretär ### 	340 01$8rus$a1586-1638$xa1586a1638 ### 340 01$8eng$aVlissingen, 1586-Leiden, 02.12.1638$xa1586a1638 ### 340 01$8ger$a-02.12.1638$xu    a1638 ### 340 01$8fre$a1586-02.12.1638$xa1586a1638 ### 340 11$8ger$a1664 ### 
cnp02135166	Taubner ### Georg ### 	Gryfów Śla̜ski ### 	actv ### 			acti ### 	Verwalter ### 	340 11$8ger$a1813-$xa1813u     ### 
cnp02261636	Mazon ### Louis ### 	Montpellier ### 	actv ### 	cnl00011898 ### 		acti ### 	Medizinstudent ### 	340 11$8ger$a1790$xa1790u     ### 
cnp02163071	Hofmann ### Erhard ### 	Heidingsfeld ### Schloß Wolfsburg in Wolfsburg ### 	brth ### deat ### 	cnl00032863 ### cnl00033718 ### 		acti ### 	Kalendermacher ### 	340 01$8ger$a* 1541 Heidingsfeld bei Würzburg, † 18.3.1593 Schloß Wolfsburg in Wolfsburg$xa1541a1593 ### 340 11$8ger$aKalender seit mindestens 1571, verfaßt bis mindestens 1586$xa1571a1586 ### 
cnp01050187	Merckel ### Martin ### 	Schmalkalden ### Schmalkalden ### Schmalkalden ### 	brth ### brth ### brth ### 	cnl00013620 ### cnl00013620 ### cnl00013620 ### 		acti ### acti ### acti ### 	Arzt ### Kirchenlieddichter ### aus Schmalkalden ### 	340 01$8ger$a1640-1705$xa1640a1705 ### 
cnp01083014	Hogarth ### George ### 	London ### Lauderdale ### London ### 	actv ### brth ### deat ### 	cnl00032962 ### 		acti ### acti ### 	Musikschriftsteller ### Journalist ### 	340 01$8ger$a06.09.1783-12.02.1870$xa1783a1870 ### 
cnp01166054	Lüdecke ### Karl Friedrich August ### 	Magdeburg ### Stendal ### Stendal ### Magdeburg ### 	actv ### actv ### brth ### deat ### 	cnl00028054 ### cnl00014336 ### cnl00014336 ### cnl00028054 ### 		acti ### acti ### acti ### acti ### 	Pfarrer ### Prediger ### Superintendent ### Theologe ### 	340 01$8ger$a1753-1809$xa1753a1809 ### 
cnp02200153	Wannenmann ### Peter ### 	Bad Kreuznach ### Heidelberg ### 	actv ### actv ### 	cnl00010801 ### cnl00016078 ### 		acti ### 	Jurist ### 	340 01$8ger$a17XX-18XX$xa1700a1899 ### 340 11$8ger$a1817-1858$xa1817a1858 ### 
cnp02302205	Alfonso Patico ### 	Castellabate ### 	actv ### 	cnl00050797 ### 		raff ### 	OSBCas ### 	
cnp02305200	Bonauentura di Castronouo ### 	Palermo ### 	actv ### 	cnl00006255 ### 		raff ### 	OM ### 	
cnp02181838	Schlee ### Bartolomäus Valentin ### 	Braunsforth ### Daber ### Vehlingsdorf ### Teschendorf ### 	actv ### actv ### actv ### actv ### 			acti ### acti ### 	Diakon ### Prediger ### 	340 11$8ger$a1745-$xa1745u     ### 
cnp01940503	Aylesford ### Heneage Finch ### of ### 	London ### Londres ### 	actv ### deat ### 	cnl00032962 ### cnl00026812 ### 		acti ### tono ### tono ### acti ### acti ### acti ### lang ### irsp ### 	Abgeordneter ### Baron ### Graf ### Jurist ### Politiker ### Rechtsanwalt ### English ### Auteur ### 	340 01$8ger$aXX.XX.1648-22.07.1719$xa1648a1719 ### 340 01$8eng$a23.12.1621-18.12.1682 ### 340 01$8fre$a1621-1682$xa1621a1682 ### 340 01$8eng$a1621-1682$xa1621a1682 ### 340 01$8eng$aca. 1648-1719$xa1648a1719 ### 340 01$8ger$aXX.XX.1621-18.12.1682$xa1621a1682 ### 340 01$8dut$a1621-1682$xa1621a1682 ### 
cnp02096778	Perreau ### Jean A. ### 	Nemours ### Toulouse ### Nemours ### Toulouse ### 	brth ### deat ### brth ### deat ### 	cnl00017651 ### cnl00028830 ### cnl00017651 ### cnl00006321 ### 		lang ### irsp ### acti ### acti ### 	French ### Auteur ### Jurist ### Schriftsteller ### 	340 01$8und$aNemours, 1749-Toulouse, 1813$xa1749a1813 ### 340 01$8ger$a1749-1813$xa1749a1813 ### 340 01$8fre$a17.04.1749-06.07.1813$xa1749a1813 ### 
cnp01299218	Feyerabend ### Maria Magdalena ### 	Heilbronn ### Heilbronn ### 	brth ### deat ### 	cnl00016079 ### cnl00016079 ### 				340 01$8ger$a22.04.1664-05.06.1685$xa1664a1685 ### 
cnp00136728	Muzzarelli ### Alfonso ### 	Ferrare, Italie ### Paris ### Ferrara ### Paris ### 	brth ### deat ### brth ### deat ### 	cnl00017144 ### cnl00028999 ### cnl00027009 ### cnl00032963 ### 	1749 ### 1813 ### 	lang ### irsp ### acti ### 	Italian ### Auteur ### Katholischer Theologe ### 	340 01$8eng$a22.08.1749-25.05.1813 ### 340 01$8fre$a1749-1813$xa1749a1813 ### 340 01$8und$a1749-1813$xa1749a1813 ### 
cnp02292568	Alberti ### 	Helmstedt ### 	actv ### 	cnl00009997 ### 				340 11$8ger$a1732$xa1732u     ### 
cnp02294664	Bellorusso ### Tommaso ### 	Palermo ### 	brth ### 	cnl00006255 ### 		acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Vikar ### 	340 01$8ger$a1475-1539. Geburtsjahr evtl. 1476$xa1475a1539 ### 
cnp01471247	Cartier-Vinchon ### S. N. ### 	Nully (Haute-Marne) ### Nully (Haute-Marne) ### 	brth ### deat ### 		1787 ### 1853 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a17.01.1787-11.11.1853$xa1787a1853 ### 340 01$8pol$a18..-1851$xa1800a1851 ### 
cnp02068690	Berger ### Samuel Ernst ### 	Berlin ### 	actv ### 	cnl00032895 ### 		acti ### 	Herausgeber ### 	340 11$8ger$a1717$xa1717u     ### 
cnp01469159	Horne ### Thomas ### 	West Hallam, Derbyshire ### 	brth ### 			acti ### acti ### acti ### acti ### acti ### 	Schulleiter, Altphilologe ### Filolog klasyczny, tłumacz, rektor szkół w Londynie, Leicester i Eaton. ### Gymnasiallehrer ### Klassischer Philologe ### Schulleiter ### 	340 01$8und$a1610-1654$xa1610a1654 ### 
cnp02096566	Schildmeyer ### Hinrich Theodor ### 	Altona ### 	actv ### 	cnl00006030 ### 		acti ### acti ### acti ### 	Schiffstaxator ### Autor ### Segelmacher ### 	340 01$8ger$a-1812. Todesjahr ca. ### 340 11$8ger$a1802$xa1802u     ### 
cnp00542938	Gyllenborg ### Gustaf Fredrik ### 	Gotland ### Stockholm ### 	brth ### deat ### 	cnl00045815 ### cnl00014375 ### 		acti ### acti ### tono ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Adel ### Graf ### 	340 01$8ger$a1731-1808$xa1731a1808 ### 
cnp01000275	Forestani ### Simone Serdini ### 	Sienne, Italie ### Tuscania, Italie ### 	brth ### deat ### 	cnl00017267 ### 	1360 ### 1419 ### 	lang ### irsp ### acti ### acti ### 	Italian ### Auteur ### detto Il Saviozzo ### Schriftsteller ### 	340 01$8ger$a1360-1419/20. ca. 1360-1419/20$xa1360a1419 ### 340 01$8fre$a1360?-1419?$xa1360a1419 ### 340 01$8ger$aca. 1360 - 1419/20$xa1360a1419 ### 340 11$8ger$aca. 1360-1419/20$xa1360a1419 ### 
cnp02067261	Stoss ### Carl Ludwig ### 	Neukirchen, Pleiße ### 	actv ### 	cnl00030638 ### 		acti ### acti ### 	Personen zu Technik (ohne Architektur, Bautechnik) (31.16p) ### Papiermacher ### 	340 01$8ger$a1777-1862$xa1777a1862 ### 
cnp02060158	Leidenroth ### Julius ### 	Hamm ### Lübben ### Roßleben ### 	actv ### actv ### brth ### 	cnl00009861 ### cnl00011352 ### cnl00032513 ### 		acad ### acti ### acti ### 	Dr. phil. (Halle (Saale) 1856) ### Lehrer ### Pädagoge ### 	340 01$8ger$a14.11.1825-01.08.1860$xa1825a1860 ### 
cnp02257930	Bender ### Johann ### 	Kassel ### Kassel ### 	brth ### deat ### 	cnl00008051 ### cnl00008051 ### 		acti ### acti ### 	Abgeordneter ### Oberappellationsgerichtsrat ### 	340 01$8ger$a11.03.1792-15.07.1850$xa1792a1850 ### 
cnp02339695	Friedeburg ### Eleonore ### von ### 	Weimar ### Freiburg im Breisgau ### Tannenfeld ### 	actv ### brth ### deat ### 	cnl00006350 ### cnl00033586 ### 		acti ### acti ### 	Malerin ### Personen zu Malerei, Zeichnung, Grafik (13.4p) ### 	340 01$8ger$a15.09.1864-27.07.1947$xa1864a1947 ### 
cnp02172446	Gugger ### Johann Jacob ### 	Basel ### Basel ### 	actv ### brth ### 	cnl00015955 ### cnl00015955 ### 		acti ### 	Arzt ### 	340 11$8ger$a1632-1640$xa1632a1640 ### 
cnp02073634	Abarca ### Pedro ### 	Jaca ### Palencia ### 	brth ### deat ### 	cnl00024614 ### cnl00012630 ### 		acti ### acti ### acti ### acti ### 	Scholastiker ### Katholischer Theologe ### Moraltheologe ### Span. Jesuit, geb. in Aragón, gest. in Palencia ### 	340 01$8ger$a1619-1693$xa1619a1693 ### 340 11$8spa$a1619-1697?$xa1619a1697 ### 
cnp02206129	Angel ### Elsa ### 	Glauchau ### 	brth ### 	cnl00009468 ### 		acti ### 	Krankenschwester ### 	340 01$8ger$a1895-1943$xa1895a1943 ### 
cnp01079152	Charma ### Antoine ### 	Caen (Calvados) ### La Charité-sur-Loire (Nièvre) ### 	deat ### brth ### 	cnl00016022 ### cnl00002885 ### 	1869 ### 1801 ### 	lang ### irsp ### acti ### 	French ### Auteur ### Philosoph ### 	340 01$8pol$a1801-1869$xa1801a1869 ### 340 01$8fre$a15.01.1801-05.08.1869$xa1801a1869 ### 340 01$8ger$a1801-1869$xa1801a1869 ### 
cnp02187036	Schumacher ### Joseph Anton ### 	Luzern ### Luzern ### 	brth ### deat ### 	cnl00027772 ### cnl00027772 ### 		acti ### acti ### 	Militär ### Regierungsrat ### 	340 01$8ger$aXX.XX.1773-13.04.1851$xa1773a1851 ### 
cnp01471742	Brodziński ### Kazimierz ### 	Królówka/Bochnia ### Warschau ### Dresden ### 	brth ### actv ### deat ### 			acti ### acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Hochschullehrer ### Schriftsteller ### Soldat ### Übersetzer ### Poeta, historyk literatury i krytyk literacki, tłumacz. Krypt.: K. Br. ### Literaturkritiker ### 	340 01$8und$a1791-1835$xa1791a1835 ### 
cnp00464481	Schönejahn ### Johann Joachim ### 	Greifswald ### Niepars ### 	actv ### brth ### 	cnl00030822 ### 		acti ### 	Student ### 	340 11$8ger$a1718-1738$xa1718a1738 ### 
cnp02199068	Pollak ### Markus ### 	Březnice ### Strakonice ### Prag-Libeň ### Strakonice ### 	actv ### actv ### brth ### deat ### 			acti ### acti ### 	Personen zu allgemeiner und vergleichender Religionswissenschaft, Personen zu nichtchristlichen Religionen (3.1p) ### Rabbiner ### 	340 01$8ger$a-29.08.1866$xu    a1866 ### 340 11$8ger$a1821-1866$xa1821a1866 ### 
cnp00516223	Homilius ### Abraham ### 	Wolkenstein ### 	brth ### 			acti ### 	Theologe ### 	340 01$8ger$a1573-1633$xa1573a1633 ### 
cnp02294351	Delaroa ### Joseph ### 	Périgneux (Loire) ### Paris ### 	brth ### deat ### 		1821 ### 1890 ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a11.03.1821-07.01.1890$xa1821a1890 ### 
cnp01178997	Kromberger ### Jakob ### 	Lissabon ### Lissabon ### Sevilla ### Évora ### 	actv ### actv ### actv ### actv ### 	cnl00017007 ### cnl00017007 ### cnl00014034 ### cnl00009065 ### 	1508 ### 1508 ### 	acti ### acti ### 	Drucker ### Buchdrucker ### 	340 01$8ger$a1473-1528. Geburtsjahr abweichend 1474$xa1473a1528 ### 
cnp02275204	Panau ### Wigand ### von ### II.	Laach ### 	actv ### 	cnl00028409 ### 	1380-1402 ### 			340 11$8ger$a1380 - 1402 ### 
cnp02091199	Conradi ### Johann Friedrich ### 	Džūkste ### Jelgava ### Kuldīga ### Königsberg ### Rostock ### 	actv ### actv ### actv ### actv ### actv ### 			acti ### acti ### 	Jurist ### Sekretär ### 	340 01$8ger$a13.12.1720-16.01.1803$xa1720a1803 ### 
cnp02101416	Bibran ### Wolfgang Georg ### von ### 	Schlesien ### 	brth ### 	cnl00001329 ### 				340 11$8ger$a1642$xa1642u     ### 
cnp00449366	Friedeborn ### Heinrich ### 	Greifswald ### Stettin ### Belgard ### 	actv ### actv ### brth ### 	cnl00030822 ### cnl00006029 ### 				340 11$8ger$a1622-1628$xa1622a1628 ### 
cnp02086096	Goffart ### Johann Peter ### 	Köln ### 	actv ### 	cnl00006161 ### 		acti ### acti ### acti ### 	Drucker ### Kupferstecher ### Verleger ### 	340 01$8ger$aca. 18. Jh.$xa1700a1799 ### 340 11$8ger$a1751-1800$xa1751a1800 ### 
cnp01413124	Klostermann ### Johann Hermann Joseph ### 	Hildesheim ### Sankt Petersburg ### 	brth ### deat ### 	cnl00016086 ### cnl00032788 ### 				340 01$8ger$aXX.XX.1730-27.04.1810$xa1730a1810 ### 
cnp01309856	Thouron ### Victor Quintius ### 	Besse (Var) ### Toulon ### 	brth ### deat ### 	cnl00018239 ### cnl00014717 ### 	1794 ### 1872 ### 	lang ### tran ### irsp ### 	French ### Greek, Ancient (to 1453) ### Auteur ### 	340 01$8eng$a17.03.1794-17.03.1872 ### 340 01$8fre$a1794-1872$xa1794a1872 ### 
cnp02116194	Bronner ### ... ### 	Berlin ### 	actv ### 	cnl00032895 ### 		acti ### 	Schauspielerin ### 	340 11$8ger$a1822$xa1822u     ### 
cnp00370773	Snellman ### Johan Vilhelm ### 	Stockholm ### Kirkkonummi ### 	brth ### deat ### 	cnl00014375 ### cnl00020096 ### 		lang ### acti ### acti ### acti ### acti ### acti ### acti ### 	Schwedisch, Finnisch ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu Philosophie (4.7p) ### Herausgeber ### Philosoph ### Politiker ### 	340 01$8ger$a12.05.1806-04.07.1881$xa1806a1881 ### 
cnp02054036	Petrus ### de Paternis	Pernes-les-Fontaines ### 	actv ### 	cnl00019706 ### 		acti ### 	Theologe ### 	340 01$8ger$a14. Jh.$xa1300a1399 ### 
cnp01149483	Knobelsdorff ### Kurt ### von ### 	Berlin ### 	deat ### 	cnl00032895 ### 		acti ### 	Generalmajor ### 	340 01$8ger$a1735-1807$xa1735a1807 ### 
cnp00365878	Grunerus ### Victorinus ### 	Jena ### Jena ### Saalfeld/Saale ### 	actv ### brth ### deat ### 	cnl00010282 ### cnl00010282 ### cnl00013481 ### 		acti ### acad ### acti ### 	Jurist ### Dr. jur. ### Hochschullehrer ### 	340 01$8ger$a-02.11.1596$xu    a1596 ### 
cnp00518780	Anna Maria ### Savoyen, Herzogin	Saint-Cloud ### Turin ### 	brth ### deat ### 	cnl00013535 ### cnl00013610 ### 				340 01$8ger$a27.08.1669-26.08.1728$xa1669a1728 ### 
cnp00366710	Stephani ### Johann Gabriel ### 	Breslau ### Leipzig ### Breslau ### 	actv ### actv ### brth ### 	cnl00033303 ### cnl00016122 ### cnl00033303 ### 		acti ### 	Gymnasiallehrer ### 	340 11$8ger$a1713-1722$xa1713a1722 ### 
cnp00561947	Basilius ### Daniel ### 	Partizánska Ľupča ### Prag ### Prag ### 	brth ### actv ### deat ### 			acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Kultur und Künsten, Geistes- und Kulturgeschichte (6.1p) ### Hochschullehrer ### Jurist ### Mathematiker ### Physiker ### Schriftsteller ### 	340 01$8ger$a1585-1628$xa1585a1628 ### 
cnp01446982	Teixidor ### Josep ### fl. 1722-1763	Barcelona ### 	actv ### 	cnl00007166 ### 	1723-1750 ### 	acti ### prof ### 	Impremta ### Impressors ### 	340 11$8cat$afl. 1722-1763$xa1722a1763 ### 
cnp02165753	Trattinnick ### Carl ### 	Klosterneuburg ### Wien ### 	brth ### deat ### 	cnl00016103 ### cnl00016260 ### 		acti ### acti ### lang ### 	Beamter ### Jurist ### Deutsch ### 	340 01$8ger$a1801-1853$xa1801a1853 ### 
cnp02161370	Braselmann ### Julius Eduard ### 	Düsseldorf ### 	actv ### 	cnl00019769 ### 		acti ### 	Lehrer ### 	340 01$8ger$a1810-1872$xa1810a1872 ### 
cnp01891209	Tournefort ### Prosper de ### 	Limoges (Haute-Vienne) ### Villes-sur-Auzon (Vaucluse) ### 	deat ### brth ### 	cnl00011219 ### 	1844 ### 1761 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a23.12.1761-07.03.1844$xa1761a1844 ### 
cnp02207375	Bary-Mallet ### Johann Heinrich ### de ### 	Genf ### Basel ### Genf ### 	actv ### brth ### deat ### 	cnl00006119 ### cnl00015955 ### cnl00006119 ### 				340 01$8ger$aXX.XX.1661-05.10.1722$xa1661a1722 ### 
cnp00567740	Staden ### Sigmund Theophil ### 	Altdorf ### 	actv ### 	cnl00029261 ### 		acti ### acti ### acti ### 	Personen zu Musik (14.4p) ### Komponist ### Organist ### 	340 01$8ger$a06.11.1607-30.07.1655$xa1607a1655 ### 
cnp00975513	Lilljenwalldh ### Carolus Christianus ### 	Uppsala ### Stockholm ### Uppsala ### Stockholm ### 	actv ### brth ### actv ### brth ### 	cnl00029193 ### cnl00014375 ### cnl00029193 ### cnl00014375 ### 		acti ### acti ### acti ### acti ### acti ### 	Bibliophiler ### Freimaurer ### Gelehrter ### Schriftsteller ### schwed. Dekan, Richter, Freimaurer ### 	340 01$8ger$a04.08.1769-XX.XX.1845$xa1769a1845 ### 340 01$8ger$a1769-1845$xa1769a1845 ### 
cnp02200986	Thierry de Bussy ### François ### 	Paris ### Reims ### Toul ### 	actv ### actv ### brth ### 	cnl00032963 ### cnl00013170 ### cnl00014716 ### 		acti ### 	Arzt ### 	340 01$8ger$a1719-$xa1719u     ### 340 11$8ger$a1763$xa1763u     ### 
cnp00999563	Klint ### Gustaf ### 	Stockholm ### 	actv ### 	cnl00014375 ### 				340 01$8ger$a1771-1840$xa1771a1840 ### 
cnp01880735	Pisani ### Ugolino ### 	Naples, Italie ### Parme, Italie ### 	deat ### brth ### 	cnl00008073 ### cnl00017083 ### 	1445 ### 1405 ### 	lang ### irsp ### acti ### 	Latin ### Auteur ### Filozof, matematyk włoski, autor komedii. ### 	340 01$8und$a1405?-1445?$xa1405a1445 ### 
cnp01459841	Meßdorf ### Friedrich ### von ### 	Stendal ### 	actv ### 	cnl00014336 ### 	1293-1304 ### 			340 01$8ger$agest. vor 1306$xu    a1306 ### 340 11$8ger$a1293 - 1304 ### 
cnp01426198	Gugel ### Christoph ### 	Heroldingen ### 	brth ### 			acti ### acti ### acti ### acti ### 	Gesandter ### Kanzler ### Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Rat ### 	340 01$8ger$a17.09.1466-17.10.1546$xa1466a1546 ### 
cnp02232741	Saulnat ### E. de ### 	Cellule (Puy-de-Dôme) ### Paris ### 	brth ### deat ### 	cnl00020824 ### cnl00028999 ### 	1830 ### 1887 ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a16.07.1830-15.06.1887$xa1830a1887 ### 
cnp02135563	Ziegler ### Hans Jakob ### 	Basel ### Zürich ### 	actv ### actv ### 	cnl00015955 ### cnl00029143 ### 		acti ### acti ### 	Arzt ### Personen zu Medizin, Tiermedizin (27.20p) ### 	340 01$8ger$a1640-1683. andersl. Geburtsjahr: 1638$xa1640a1683 ### 
cnp02083044	Delorme ### T. R. ### 	London ### Paris ### 	actv ### actv ### 	cnl00032962 ### cnl00032963 ### 	1772-1773 ### 1772-1773 ### 	acti ### prof ### prof ### 	Buchdrucker ### Buchhändler ### Drucker ### 	
cnp02262942	Geislinger ### Johann ### 	Bülstringen ### Calvörde ### Oebisfelde ### Lindau ### Bülstringen ### 	actv ### actv ### actv ### brth ### deat ### 			acti ### 	Pfarrer ### 	340 01$8ger$a-21.03.1632$xu    a1632 ### 
cnp01279466	Frangipani ### Giulio Antonio ### 	Frankenthal ### 	actv ### 	cnl00031776 ### 		acti ### acti ### acti ### acti ### acti ### tono ### 	Kommandant ### Oberst ### Gouverneur ### Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu politischer Theorie, Militär (8.4p) ### Graf ### 	340 01$8ger$aXX.XX.1606-19.08.1656$xa1606a1656 ### 
cnp01421174	Weiffenbach ### Crafft ### von ### 	Niederaula ### Rotenburg a. d. Fulda ### 	brth ### deat ### 			acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Propst ### Abt ### Amtmann ### Dekan ### Koadjutor ### 	340 01$8ger$a-13.09.1595 ### 340 01$8ger$aXX.XX.1526-13.09.1595$xa1526a1595 ### 
cnp02181661	Presti ### Bonaventura ### 	Bologna ### Neapel ### 	brth ### deat ### 	cnl00028839 ### cnl00008073 ### 		acti ### acti ### acti ### acti ### acti ### acti ### 	Architekt ### Holzschnitzer ### Laienbruder ### Personen zu Architektur, Bautechnik (31.3p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Personen zu Plastik (13.2p) ### 	340 11$8ger$a1650-1685$xa1650a1685 ### 
cnp01313670	L'Horme ### Barthélemy-Fleury de ### 	Lyon ### 	brth ### 	cnl00011383 ### 	1760 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8eng$a23.08.1760-1834 ### 340 01$8fre$a1760-1834$xa1760a1834 ### 
cnp02133018	Heinigke ### D. J. F. ### 	Altenburg ### 	actv ### 	cnl00032123 ### 				340 11$8ger$a1793$xa1793u     ### 
cnp01386858	Steuben ### Charles Auguste de ### 	Bauerbach (Allemagne) ### Paris ### 	brth ### deat ### 		1788 ### 1856 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a17.04.1788-21.11.1856$xa1788a1856 ### 
cnp02243221	Schmidt ### Carl August ### 	Leipzig ### Lausigk ### 	actv ### brth ### 	cnl00016122 ### 		acti ### acti ### acti ### acti ### 	Hornist ### Musiker ### Personen zu Musik (14.4p) ### Trompeter ### 	340 01$8ger$a25.05.1828-26.06.1876$xa1828a1876 ### 
cnp01080142	Ronconi ### Domenico ### 	Lendinara ### Mailand ### 	brth ### deat ### 	cnl00011093 ### cnl00006209 ### 		acti ### acti ### acti ### 	Gesangslehrer ### Sänger ### Tenor ### 	340 01$8ger$a1772-1839$xa1772a1839 ### 
cnp01165020	Aegidius ### de Mandalbertis	Cremona, Bologna ### Cremona ### 	actv ### brth ### 	cnl00027221 ### cnl00027221 ### 		acti ### acti ### acti ### 	Bischof ### Rechtsgelehrter ### Kanonist, aus Cremona ### 	340 01$8ger$a-1332. ca. ### 340 01$8ger$a-1332 ### 
cnp02127206	Urbach ### Jakob ### von ### 	Höpfigheim ### Mundelsheim ### 	actv ### actv ### 			acti ### 	Adel ### 	340 01$8ger$a1471-1493$xa1471a1493 ### 
cnp02067581	Trumbull ### Jonathan ### 	Lebanon, Conn. ### Lebanon, Conn. ### 	brth ### deat ### 			acti ### acti ### acti ### 	Jurist ### Rechtsanwalt ### Gouverneur ### 	340 01$8ger$a12.10.1710-17.08.1785$xa1710a1785 ### 
cnp02332051	Boyneburgk ### Friedrich Karl August ### von ### 	Stedtfeld b. Eisenach ### Stedtfeld b. Eisenach ### 	brth ### deat ### 			acti ### acti ### acti ### acti ### 	Cellist ### Kammerherr ### Komponist ### Pianist ### 	340 01$8ger$a1789-1851. 14.12.1789-1851$xa1789a1851 ### 
cnp02084749	Seger ### August Nicolaus ### 	Arolsen ### 	deat ### 	cnl00006970 ### 				340 01$8ger$a1702$xa1702u     ### 
